"ThresholdSillHingeHoleId","IdThresholdSill","ThresholdSillHingeHoleDepth","ThresholdSillHingeHoleShape","ThresholdSillHingeHoleRadius","ThresholdSillHingeHoleWidth","ThresholdSillHingeHoleLength","ThresholdSillHingeMaterial","OpeningId","Type","PeculiarType","HouseId","BiggerAreaRoom","PassingStandingBiggerRoom","BiggerAreaRoomType","Bigger Area RoomM2","SmallerAreaRoom","PassingStandingSmallerRoom","SmallerAreaRoomType","SmallerAreaRoomM2","Width","Height","Length","LevelOfPreservation","IdThresholdSill:1","IdLintel","Floor","DistancefromGround","FrameTrace","LintelType","Facing","HouseId:1","HouseType","Date","Period","Town","DataMethod","TotalSquareMeter","IdThresholdSill:2","ThresholdSillLength","ThresholdSillWidth","ThresholdSillThickness","ThresholdSillMaterial","ThresholdSillType","ThresholdSillDoorstopWidth","ThresholdSillTenonHoleNumber","ThresholdSillHingeHoleNumber","ThresholdSillBoltHoleNumber","ThresholdSillShutterErosion","ThresholdSillFoldingDoorChannel","IdLintel:1","LintelLength","LintelWidth","LintelThickness","LintelMaterial","LintelDoorstopWidth","LintelTenonHoleNumber","LintelHingeHoleNumber","LintelBoltHoleNumber"
"R1HT0997","T0997",1,"ROUND",3.5,NA,NA,"NO TRACE",997,"DOORWAY","NO","DOMUS DELLA FORTUNA ANNONARIA 1","STREET","PASSING","OPEN SPACES",NA,"TABERNA","STANDING","PUBLIC ROOM",51.94,147,NA,58,3,"T0997",NA,"G",NA,"NO",NA,"OUTSIDE","DOMUS DELLA FORTUNA ANNONARIA 1","DOMUS","II-III AD","MIDDLE EMPIRE","OSTIA","SURVEY",1331,"T0997",59,147,NA,"LIMESTONE","D",13,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT0998","T0998",2,"ROUND",3.5,NA,NA,"NO TRACE",998,"DOORWAY","NO","DOMUS DELLA FORTUNA ANNONARIA 1","STREET","PASSING","OPEN SPACES",NA,"TABERNA","STANDING","PUBLIC ROOM",51.94,259,NA,60,3,"T0998",NA,"G",NA,"NO",NA,"OUTSIDE","DOMUS DELLA FORTUNA ANNONARIA 1","DOMUS","II-III AD","MIDDLE EMPIRE","OSTIA","SURVEY",1331,"T0998",36,259,24,"LIMESTONE","F",11,0,1,0,"NO","YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1001","T1001",5,"ROUND",3.5,NA,NA,"NO TRACE",1001,"DOORWAY","NO","DOMUS DELLA FORTUNA ANNONARIA 1","STREET","PASSING","OPEN SPACES",NA,"TABERNA","STANDING","PUBLIC ROOM",32.76,322,NA,60,3,"T1001",NA,"G",NA,"NO",NA,"OUTSIDE","DOMUS DELLA FORTUNA ANNONARIA 1","DOMUS","II-III AD","MIDDLE EMPIRE","OSTIA","SURVEY",1331,"T1001",42,322,25,"LIMESTONE","F",10,0,1,0,"NO","YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1015","T1015",0.5,"ROUND",2.5,NA,NA,"NO TRACE",1015,"DOORWAY","NO","DOMUS DELLA FORTUNA ANNONARIA 2","CUBICULUM","STANDING","PRIVATE ROOM",9.57,"CUBICULUM","STANDING","PRIVATE ROOM",8.81,88,NA,54,3,"T1015",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DELLA FORTUNA ANNONARIA 2","DOMUS","IV AD","LATE EMPIRE","OSTIA","SURVEY",1153,"T1015",50,84,3,"MARBLE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1015","T1015",0.5,"ROUND",2.5,NA,NA,"NO TRACE",1015,"DOORWAY","NO","DOMUS DELLA FORTUNA ANNONARIA 2","CUBICULUM","STANDING","PRIVATE ROOM",9.57,"CUBICULUM","STANDING","PRIVATE ROOM",8.81,88,NA,54,3,"T1015",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DELLA FORTUNA ANNONARIA 2","DOMUS","IV AD","LATE EMPIRE","OSTIA","SURVEY",1153,"T1015",50,84,3,"MARBLE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1016","T1016",1,"ROUND",3,NA,NA,"NO TRACE",1016,"DOORWAY","NO","DOMUS DELLA FORTUNA ANNONARIA 2","PORTICUS","PASSING","PUBLIC ROOM",128.03,"CUBICULUM","STANDING","PRIVATE ROOM",9.57,88,NA,60,3,"T1016",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DELLA FORTUNA ANNONARIA 2","DOMUS","IV AD","LATE EMPIRE","OSTIA","SURVEY",1153,"T1016",36,86,7,"MARBLE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1016","T1016",1,"ROUND",3,NA,NA,"NO TRACE",1016,"DOORWAY","NO","DOMUS DELLA FORTUNA ANNONARIA 2","PORTICUS","PASSING","PUBLIC ROOM",128.03,"CUBICULUM","STANDING","PRIVATE ROOM",9.57,88,NA,60,3,"T1016",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DELLA FORTUNA ANNONARIA 2","DOMUS","IV AD","LATE EMPIRE","OSTIA","SURVEY",1153,"T1016",36,86,7,"MARBLE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1018","T1018",1,"ROUND",3,NA,NA,"NO TRACE",1018,"DOORWAY","NO","DOMUS DELLA FORTUNA ANNONARIA 2","PORTICUS","PASSING","PUBLIC ROOM",128.03,"CORRIDOR","PASSING","PUBLIC ROOM",9.01,115,206,59,5,"T1018",NA,"G",NA,"YES","E","INSIDE","DOMUS DELLA FORTUNA ANNONARIA 2","DOMUS","IV AD","LATE EMPIRE","OSTIA","SURVEY",1153,"T1018",27,115,8,"OTHER STONE","A",8,0,1,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1026","T1026",0.5,"ROUND",3,NA,NA,"NO TRACE",1026,"DOORWAY","NO","DOMUS DELLA FORTUNA ANNONARIA 2","RECEPTION ROOM","STANDING","PUBLIC ROOM",48.99,"RECEPTION ROOM","STANDING","PUBLIC ROOM",20.53,116,219,45,5,"T1026",NA,"G",NA,"NO","E","INSIDE","DOMUS DELLA FORTUNA ANNONARIA 2","DOMUS","IV AD","LATE EMPIRE","OSTIA","SURVEY",1153,"T1026",42,116,3,"MARBLE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1026","T1026",2,"ROUND",2.5,NA,NA,"NO TRACE",1026,"DOORWAY","NO","DOMUS DELLA FORTUNA ANNONARIA 2","RECEPTION ROOM","STANDING","PUBLIC ROOM",48.99,"RECEPTION ROOM","STANDING","PUBLIC ROOM",20.53,116,219,45,5,"T1026",NA,"G",NA,"NO","E","INSIDE","DOMUS DELLA FORTUNA ANNONARIA 2","DOMUS","IV AD","LATE EMPIRE","OSTIA","SURVEY",1153,"T1026",42,116,3,"MARBLE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1036","T1036",3,"ROUND",3.75,NA,NA,"NO TRACE",1036,"DOORWAY","NO","CASEGGIATO DEL SOLE 1","STREET","PASSING","OPEN SPACES",NA,"TABERNA","STANDING","PUBLIC ROOM",29.8,317,NA,60,3,"T1036",NA,"G",NA,"NO",NA,"OUTSIDE","CASEGGIATO DEL SOLE 1","SHOP APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",94,"T1036",37,317,17,"LIMESTONE","F",9,0,1,0,"NO","YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1041","T1041",3,"ROUND",3.75,NA,NA,"NO TRACE",1041,"DOORWAY","NO","CASEGGIATO DEL SOLE 5","STREET","PASSING","OPEN SPACES",NA,"TABERNA","STANDING","PUBLIC ROOM",29.8,317,NA,60,3,"T1041",NA,"G",NA,"NO",NA,"OUTSIDE","CASEGGIATO DEL SOLE 5","SHOP APARTMENT","III-IV AD","LATE EMPIRE","OSTIA","SURVEY",94,"T1041",37,317,17,"LIMESTONE","F",9,0,1,0,"NO","YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1046","T1046",1,"ROUND",2.75,NA,NA,"NO TRACE",1046,"DOORWAY","NO","CASEGGIATO DEL SOLE 2","STREET","PASSING","OPEN SPACES",NA,"TABERNA","STANDING","PUBLIC ROOM",28.12,233,NA,49,3,"T1046",NA,"G",NA,"NO",NA,"OUTSIDE","CASEGGIATO DEL SOLE 2","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",303,"T1046",36,231,14,"LIMESTONE","F",8,0,1,0,"NO","YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1047","T1047",0.5,"ROUND",2.5,NA,NA,"NO TRACE",1047,"DOORWAY","NO","CASEGGIATO DEL SOLE 2","CUBICULUM","STANDING","PRIVATE ROOM",37.19,"TABERNA","STANDING","PUBLIC ROOM",28.12,99,196,58,5,"T1047","L1047","G",NA,"NO","F","OUTSIDE","CASEGGIATO DEL SOLE 2","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",303,"T1047",37,99,6,"LIMESTONE","D",8,0,2,0,"NO","NO","L1047",145,58,12,"WOOD",NA,NA,NA,NA
"R1HT1047","T1047",1,"ROUND",2.5,NA,NA,"NO TRACE",1047,"DOORWAY","NO","CASEGGIATO DEL SOLE 2","CUBICULUM","STANDING","PRIVATE ROOM",37.19,"TABERNA","STANDING","PUBLIC ROOM",28.12,99,196,58,5,"T1047","L1047","G",NA,"NO","F","OUTSIDE","CASEGGIATO DEL SOLE 2","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",303,"T1047",37,99,6,"LIMESTONE","D",8,0,2,0,"NO","NO","L1047",145,58,12,"WOOD",NA,NA,NA,NA
"L1HT1048","T1048",0.5,"ROUND",2.5,NA,NA,"NO TRACE",1048,"DOORWAY","NO","CASEGGIATO DEL SOLE 2","CUBICULUM","STANDING","PRIVATE ROOM",37.19,"COURT","STANDING","OPEN SPACES",40.19,117,NA,59,3,"T1048",NA,"G",NA,"NO",NA,"OUTSIDE","CASEGGIATO DEL SOLE 2","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",303,"T1048",28,113,15,"LIMESTONE","D",8,0,2,1,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1048","T1048",0.5,"ROUND",2.5,NA,NA,"NO TRACE",1048,"DOORWAY","NO","CASEGGIATO DEL SOLE 2","CUBICULUM","STANDING","PRIVATE ROOM",37.19,"COURT","STANDING","OPEN SPACES",40.19,117,NA,59,3,"T1048",NA,"G",NA,"NO",NA,"OUTSIDE","CASEGGIATO DEL SOLE 2","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",303,"T1048",28,113,15,"LIMESTONE","D",8,0,2,1,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1054","T1054",1,"ROUND",3.5,NA,NA,"NO TRACE",1054,"DOORWAY","NO","CASEGGIATO DEL SOLE 2","CUBICULUM","STANDING","PRIVATE ROOM",37.19,"TABERNA","STANDING","PUBLIC ROOM",29.02,102,186,60,5,"T1054","L1054","G",NA,"NO","F","OUTSIDE","CASEGGIATO DEL SOLE 2","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",303,"T1054",29,102,13,"LIMESTONE","D",6,0,1,0,"NO","NO","L1054",149,60,18,"WOOD",NA,NA,NA,NA
"L1HT1055","T1055",1,"SQUARED",NA,7,7,"NO TRACE",1055,"DOORWAY","NO","CASEGGIATO DEL SOLE 2","STREET","PASSING","OPEN SPACES",NA,"TABERNA","STANDING","PUBLIC ROOM",29.02,250,NA,60,3,"T1055",NA,"G",NA,"NO",NA,"OUTSIDE","CASEGGIATO DEL SOLE 2","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",303,"T1055",40,250,13,"LIMESTONE","F",11,0,1,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1057","T1057",0.5,"ROUND",2.5,NA,NA,"NO TRACE",1057,"DOORWAY","NO","CASEGGIATO DEL SOLE 2","CUBICULUM","STANDING","PRIVATE ROOM",45.54,"TABERNA","STANDING","PUBLIC ROOM",28.4,106,193,60,5,"T1057","L1057","G",NA,"NO","F","OUTSIDE","CASEGGIATO DEL SOLE 2","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",303,"T1057",28,106,9,"LIMESTONE","E",8,0,1,0,"NO","NO","L1057",152,60,10,"WOOD",NA,NA,NA,NA
"L1HT1061","T1061",1,"ROUND",2.75,NA,NA,"NO TRACE",1061,"DOORWAY","NO","CASEGGIATO DEL SOLE 2","CUBICULUM","STANDING","PRIVATE ROOM",45.54,"COURT","STANDING","OPEN SPACES",36.82,118,191,60,5,"T1061","L1061","G",NA,"NO","F","OUTSIDE","CASEGGIATO DEL SOLE 2","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",303,"T1061",45,118,15,"LIMESTONE","D",8,0,2,1,"NO","NO","L1061",175,60,10,"WOOD",NA,NA,NA,NA
"R1HT1061","T1061",0.5,"ROUND",2.5,NA,NA,"NO TRACE",1061,"DOORWAY","NO","CASEGGIATO DEL SOLE 2","CUBICULUM","STANDING","PRIVATE ROOM",45.54,"COURT","STANDING","OPEN SPACES",36.82,118,191,60,5,"T1061","L1061","G",NA,"NO","F","OUTSIDE","CASEGGIATO DEL SOLE 2","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",303,"T1061",45,118,15,"LIMESTONE","D",8,0,2,1,"NO","NO","L1061",175,60,10,"WOOD",NA,NA,NA,NA
"L1HT1064","T1064",1,"ROUND",2.5,NA,NA,"NO TRACE",1064,"DOORWAY","NO","CASEGGIATO DEL SOLE 2","TABERNA","STANDING","PUBLIC ROOM",38.07,"COURT","STANDING","OPEN SPACES",36.82,146,NA,59,3,"T1064",NA,"G",NA,"NO",NA,"OUTSIDE","CASEGGIATO DEL SOLE 2","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",303,"T1064",39,146,17,"LIMESTONE","E",8,0,3,2,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L2HT1064","T1064",0.5,"SQUARED",NA,7,7,"NO TRACE",1064,"DOORWAY","NO","CASEGGIATO DEL SOLE 2","TABERNA","STANDING","PUBLIC ROOM",38.07,"COURT","STANDING","OPEN SPACES",36.82,146,NA,59,3,"T1064",NA,"G",NA,"NO",NA,"OUTSIDE","CASEGGIATO DEL SOLE 2","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",303,"T1064",39,146,17,"LIMESTONE","E",8,0,3,2,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1064","T1064",1,"SQUARED",NA,7,7,"NO TRACE",1064,"DOORWAY","NO","CASEGGIATO DEL SOLE 2","TABERNA","STANDING","PUBLIC ROOM",38.07,"COURT","STANDING","OPEN SPACES",36.82,146,NA,59,3,"T1064",NA,"G",NA,"NO",NA,"OUTSIDE","CASEGGIATO DEL SOLE 2","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",303,"T1064",39,146,17,"LIMESTONE","E",8,0,3,2,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1065","T1065",1,"ROUND",2.75,NA,NA,"NO TRACE",1065,"DOORWAY","NO","CASEGGIATO DEL SOLE 6","STREET","PASSING","OPEN SPACES",NA,"TABERNA","STANDING","PUBLIC ROOM",28.12,233,NA,49,3,"T1065",NA,"G",NA,"NO",NA,"OUTSIDE","CASEGGIATO DEL SOLE 6","APARTMENT","III-IV AD","LATE EMPIRE","OSTIA","SURVEY",303,"T1065",36,231,14,"LIMESTONE","F",8,0,1,0,"NO","YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1066","T1066",0.5,"ROUND",2.5,NA,NA,"NO TRACE",1066,"DOORWAY","NO","CASEGGIATO DEL SOLE 6","CUBICULUM","STANDING","PRIVATE ROOM",14.91,"TABERNA","STANDING","PUBLIC ROOM",28.12,99,196,58,5,"T1066","L1066","G",NA,"NO","F","OUTSIDE","CASEGGIATO DEL SOLE 6","APARTMENT","III-IV AD","LATE EMPIRE","OSTIA","SURVEY",303,"T1066",37,99,6,"LIMESTONE","D",8,0,2,0,"NO","NO","L1066",145,58,12,"WOOD",NA,NA,NA,NA
"R1HT1066","T1066",1,"ROUND",2.5,NA,NA,"NO TRACE",1066,"DOORWAY","NO","CASEGGIATO DEL SOLE 6","CUBICULUM","STANDING","PRIVATE ROOM",14.91,"TABERNA","STANDING","PUBLIC ROOM",28.12,99,196,58,5,"T1066","L1066","G",NA,"NO","F","OUTSIDE","CASEGGIATO DEL SOLE 6","APARTMENT","III-IV AD","LATE EMPIRE","OSTIA","SURVEY",303,"T1066",37,99,6,"LIMESTONE","D",8,0,2,0,"NO","NO","L1066",145,58,12,"WOOD",NA,NA,NA,NA
"L1HT1067","T1067",0.5,"ROUND",2.5,NA,NA,"NO TRACE",1067,"DOORWAY","NO","CASEGGIATO DEL SOLE 6","CUBICULUM","STANDING","PRIVATE ROOM",14.91,"COURT","STANDING","OPEN SPACES",40.19,117,NA,59,3,"T1067",NA,"G",NA,"NO",NA,"OUTSIDE","CASEGGIATO DEL SOLE 6","APARTMENT","III-IV AD","LATE EMPIRE","OSTIA","SURVEY",303,"T1067",28,113,15,"LIMESTONE","D",8,0,2,1,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1067","T1067",0.5,"ROUND",2.5,NA,NA,"NO TRACE",1067,"DOORWAY","NO","CASEGGIATO DEL SOLE 6","CUBICULUM","STANDING","PRIVATE ROOM",14.91,"COURT","STANDING","OPEN SPACES",40.19,117,NA,59,3,"T1067",NA,"G",NA,"NO",NA,"OUTSIDE","CASEGGIATO DEL SOLE 6","APARTMENT","III-IV AD","LATE EMPIRE","OSTIA","SURVEY",303,"T1067",28,113,15,"LIMESTONE","D",8,0,2,1,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1072","T1072",1,"ROUND",3.5,NA,NA,"NO TRACE",1072,"DOORWAY","NO","CASEGGIATO DEL SOLE 6","CUBICULUM","STANDING","PRIVATE ROOM",20.7,"TABERNA","STANDING","PUBLIC ROOM",29.02,102,186,60,5,"T1072","L1072","G",NA,"NO","F","OUTSIDE","CASEGGIATO DEL SOLE 6","APARTMENT","III-IV AD","LATE EMPIRE","OSTIA","SURVEY",303,"T1072",29,102,13,"LIMESTONE","D",6,0,1,0,"NO","NO","L1072",149,60,18,"WOOD",NA,NA,NA,NA
"L1HT1073","T1073",1,"SQUARED",NA,7,7,"NO TRACE",1073,"DOORWAY","NO","CASEGGIATO DEL SOLE 6","STREET","PASSING","OPEN SPACES",NA,"TABERNA","STANDING","PUBLIC ROOM",29.02,250,NA,60,3,"T1073",NA,"G",NA,"NO",NA,"OUTSIDE","CASEGGIATO DEL SOLE 6","APARTMENT","III-IV AD","LATE EMPIRE","OSTIA","SURVEY",303,"T1073",40,250,13,"LIMESTONE","F",11,0,1,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1074","T1074",0.5,"ROUND",2.5,NA,NA,"NO TRACE",1074,"DOORWAY","NO","CASEGGIATO DEL SOLE 6","CUBICULUM","STANDING","PRIVATE ROOM",21.67,"TABERNA","STANDING","PUBLIC ROOM",28.4,106,193,60,5,"T1074","L1074","G",NA,"NO","F","OUTSIDE","CASEGGIATO DEL SOLE 6","APARTMENT","III-IV AD","LATE EMPIRE","OSTIA","SURVEY",303,"T1074",28,106,9,"LIMESTONE","E",8,0,1,0,"NO","NO","L1074",152,60,10,"WOOD",NA,NA,NA,NA
"L1HT1076","T1076",1,"ROUND",2.75,NA,NA,"NO TRACE",1076,"DOORWAY","NO","CASEGGIATO DEL SOLE 6","CUBICULUM","STANDING","PRIVATE ROOM",21.83,"COURT","STANDING","OPEN SPACES",36.82,118,191,60,5,"T1076","L1076","G",NA,"NO","F","OUTSIDE","CASEGGIATO DEL SOLE 6","APARTMENT","III-IV AD","LATE EMPIRE","OSTIA","SURVEY",303,"T1076",45,118,15,"LIMESTONE","D",8,0,2,1,"NO","NO","L1076",175,60,10,"WOOD",NA,NA,NA,NA
"R1HT1076","T1076",0.5,"ROUND",2.5,NA,NA,"NO TRACE",1076,"DOORWAY","NO","CASEGGIATO DEL SOLE 6","CUBICULUM","STANDING","PRIVATE ROOM",21.83,"COURT","STANDING","OPEN SPACES",36.82,118,191,60,5,"T1076","L1076","G",NA,"NO","F","OUTSIDE","CASEGGIATO DEL SOLE 6","APARTMENT","III-IV AD","LATE EMPIRE","OSTIA","SURVEY",303,"T1076",45,118,15,"LIMESTONE","D",8,0,2,1,"NO","NO","L1076",175,60,10,"WOOD",NA,NA,NA,NA
"R1HT1099","T1099",0.5,"SQUARED",NA,6,5,"NO TRACE",1099,"DOORWAY","NO","CASEGGIATO DEL SOLE 4","STREET","PASSING","OPEN SPACES",NA,"ENTRANCE","PASSING","PUBLIC ROOM",11.2,144,250,59,5,"T1099","L1099","G",NA,"NO","F","OUTSIDE","CASEGGIATO DEL SOLE 4","APARTMENT","III-IV AD","LATE EMPIRE","OSTIA","SURVEY",31,"T1099",35,144,NA,"LIMESTONE","D",8,0,1,0,"NO","NO","L1099",NA,60,10,"WOOD",NA,NA,NA,NA
"L1HT1107","T1107",0.5,"ROUND",2.75,NA,NA,"NO TRACE",1107,"DOORWAY","NO","CAUPONA DEL PAVONE  1","COURT","STANDING","OPEN SPACES",22.8,"ANTICHAMBER","STANDING","PUBLIC ROOM",3.82,118,193,41,5,"T1107",NA,"G",NA,"NO","E","INSIDE","CAUPONA DEL PAVONE  1","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",343,"T1107",29,118,NA,"LIMESTONE","A",6,0,2,2,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1107","T1107",0.5,"ROUND",2.75,NA,NA,"NO TRACE",1107,"DOORWAY","NO","CAUPONA DEL PAVONE  1","COURT","STANDING","OPEN SPACES",22.8,"ANTICHAMBER","STANDING","PUBLIC ROOM",3.82,118,193,41,5,"T1107",NA,"G",NA,"NO","E","INSIDE","CAUPONA DEL PAVONE  1","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",343,"T1107",29,118,NA,"LIMESTONE","A",6,0,2,2,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1118","T1118",0.5,"ROUND",3,NA,NA,"NO TRACE",1118,"DOORWAY","NO","CAUPONA DEL PAVONE  1","STREET","PASSING","OPEN SPACES",NA,"ENTRANCE","PASSING","PUBLIC ROOM",11.5,205,NA,60,3,"T1118",NA,"G",NA,"NO",NA,"OUTSIDE","CAUPONA DEL PAVONE  1","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",343,"T1118",30,205,17,"LIMESTONE","C",0,0,1,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1123","T1123",1,"ROUND",3,NA,NA,"NO TRACE",1123,"DOORWAY","NO","CAUPONA DEL PAVONE  1","STREET","PASSING","OPEN SPACES",NA,"ENTRANCE","PASSING","PUBLIC ROOM",7.96,190,NA,59,3,"T1123",NA,"G",NA,"NO",NA,"OUTSIDE","CAUPONA DEL PAVONE  1","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",343,"T1123",54,190,20,"LIMESTONE","D",8,0,3,1,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L2HT1123","T1123",2,"ROUND",2.75,NA,NA,"NO TRACE",1123,"DOORWAY","NO","CAUPONA DEL PAVONE  1","STREET","PASSING","OPEN SPACES",NA,"ENTRANCE","PASSING","PUBLIC ROOM",7.96,190,NA,59,3,"T1123",NA,"G",NA,"NO",NA,"OUTSIDE","CAUPONA DEL PAVONE  1","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",343,"T1123",54,190,20,"LIMESTONE","D",8,0,3,1,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1123","T1123",1,"ROUND",2.5,NA,NA,"NO TRACE",1123,"DOORWAY","NO","CAUPONA DEL PAVONE  1","STREET","PASSING","OPEN SPACES",NA,"ENTRANCE","PASSING","PUBLIC ROOM",7.96,190,NA,59,3,"T1123",NA,"G",NA,"NO",NA,"OUTSIDE","CAUPONA DEL PAVONE  1","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",343,"T1123",54,190,20,"LIMESTONE","D",8,0,3,1,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1124","T1124",1,"ROUND",3,NA,NA,"NO TRACE",1124,"DOORWAY","NO","CAUPONA DEL PAVONE  1","STREET","PASSING","OPEN SPACES",NA,"TABERNA","STANDING","PUBLIC ROOM",14.42,265,NA,60,3,"T1124",NA,"G",NA,"NO",NA,"OUTSIDE","CAUPONA DEL PAVONE  1","APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","SURVEY",343,"T1124",59,253,28,"LIMESTONE","F",8,0,1,0,"NO","YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1124","T1124",1,"ROUND",3,NA,NA,"NO TRACE",1147,"DOORWAY","NO","CAUPONA DEL PAVONE  3","STREET","PASSING","OPEN SPACES",NA,"TABERNA","STANDING","PUBLIC ROOM",14.42,265,NA,60,3,"T1124",NA,"G",NA,"NO",NA,"OUTSIDE","CAUPONA DEL PAVONE  3","SHOP APARTMENT","II-IV AD","LATE EMPIRE","OSTIA","SURVEY",41,"T1124",59,253,28,"LIMESTONE","F",8,0,1,0,"NO","YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT1127","T1127",1,"ROUND",3,NA,NA,"NO TRACE",1127,"DOORWAY","NO","CAUPONA DEL PAVONE  2","STREET","PASSING","OPEN SPACES",NA,"ENTRANCE","PASSING","PUBLIC ROOM",7.96,190,NA,59,3,"T1127",NA,"G",NA,"NO",NA,"OUTSIDE","CAUPONA DEL PAVONE  2","HOTEL","II-IV AD","LATE EMPIRE","OSTIA","SURVEY",303,"T1127",54,190,20,"LIMESTONE","D",8,0,3,1,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L2HT1127","T1127",2,"ROUND",2.75,NA,NA,"NO TRACE",1127,"DOORWAY","NO","CAUPONA DEL PAVONE  2","STREET","PASSING","OPEN SPACES",NA,"ENTRANCE","PASSING","PUBLIC ROOM",7.96,190,NA,59,3,"T1127",NA,"G",NA,"NO",NA,"OUTSIDE","CAUPONA DEL PAVONE  2","HOTEL","II-IV AD","LATE EMPIRE","OSTIA","SURVEY",303,"T1127",54,190,20,"LIMESTONE","D",8,0,3,1,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT1127","T1127",1,"ROUND",2.5,NA,NA,"NO TRACE",1127,"DOORWAY","NO","CAUPONA DEL PAVONE  2","STREET","PASSING","OPEN SPACES",NA,"ENTRANCE","PASSING","PUBLIC ROOM",7.96,190,NA,59,3,"T1127",NA,"G",NA,"NO",NA,"OUTSIDE","CAUPONA DEL PAVONE  2","HOTEL","II-IV AD","LATE EMPIRE","OSTIA","SURVEY",303,"T1127",54,190,20,"LIMESTONE","D",8,0,3,1,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
