OpeningId,Type,PeculiarType,HouseId,BiggerAreaRoom,PassingStandingBiggerRoom,BiggerAreaRoomType,Facing,Bigger Area RoomM2,SmallerAreaRoom,PassingStandingSmallerRoom,SmallerAreaRoomType,SmallerAreaRoomM2,Width,Height,Length,LevelOfPreservation,IdThresholdSill,IdLintel,Floor,DistancefromGround,FrameTrace,LintelType,HouseType,Date,Period,Town,DataMethod,TotalSquareMeter,IdThresholdSill:1,ThresholdSillLength,ThresholdSillWidth,ThresholdSillThickness,ThresholdSillMaterial,ThresholdSillType,ThresholdSillDoorstopWidth,ThresholdSillTenonHoleNumber,ThresholdSillHingeHoleNumber,ThresholdSillBoltHoleNumber,ThresholdSillShutterErosion,ThresholdSillFoldingDoorChannel
363,WINDOW,NO,CASEGGIATO DI  DIANA  1,ENTRANCE,PASSING,PUBLIC ROOM,INSIDE,36.63,ANTICHAMBER,STANDING,PUBLIC ROOM,14.94,60,145,61,4,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
364,DOORWAY,NO,CASEGGIATO DI  DIANA  1,ENTRANCE,PASSING,PUBLIC ROOM,INSIDE,36.63,ANTICHAMBER,STANDING,PUBLIC ROOM,14.94,95,212,61,4,,L0364,G,,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
365,WINDOW,NO,CASEGGIATO DI  DIANA  10,ENTRANCE,PASSING,PUBLIC ROOM,INSIDE,36.63,ANTICHAMBER,STANDING,PUBLIC ROOM,14.94,60,100,61,4,,,G,274,NO,B,SHOP APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,BOTH,123,,,,,,,,,,,,
366,WINDOW,NO,CASEGGIATO DI  DIANA  10,ENTRANCE,PASSING,PUBLIC ROOM,INSIDE,36.63,ANTICHAMBER,STANDING,PUBLIC ROOM,14.94,60,100,61,4,,,G,274,NO,B,SHOP APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,BOTH,123,,,,,,,,,,,,
367,WINDOW,NO,CASEGGIATO DI  DIANA  10,ENTRANCE,PASSING,PUBLIC ROOM,INSIDE,36.63,ANTICHAMBER,STANDING,PUBLIC ROOM,14.94,22,30,61,4,,,G,335,NO,A,SHOP APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,BOTH,123,,,,,,,,,,,,
368,WINDOW,NO,CASEGGIATO DI  DIANA  10,ENTRANCE,PASSING,PUBLIC ROOM,INSIDE,36.63,ANTICHAMBER,STANDING,PUBLIC ROOM,14.94,22,30,61,4,,,G,335,NO,A,SHOP APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,BOTH,123,,,,,,,,,,,,
369,DOORWAY,NO,CASEGGIATO DI  DIANA  1,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,25.78,ANTICHAMBER,STANDING,PUBLIC ROOM,14.94,103,205,61,4,,L0369,G,,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
370,WINDOW,NO,CASEGGIATO DI  DIANA  1,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,25.78,ANTICHAMBER,STANDING,PUBLIC ROOM,14.94,131,139,61,4,,L0370,G,117,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
371,DOORWAY,NO,CASEGGIATO DI  DIANA  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,ENTRANCE,PASSING,PUBLIC ROOM,29.14,295,318,61,4,,L0371,G,,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
372,DOORWAY,NO,CASEGGIATO DI  DIANA  1,ENTRANCE,PASSING,PUBLIC ROOM,INSIDE,29.14,ANTICHAMBER,STANDING,PUBLIC ROOM,11.38,90,210,61,4,,L0372,G,,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
373,WINDOW,NO,CASEGGIATO DI  DIANA  1,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,25.78,ANTICHAMBER,STANDING,PUBLIC ROOM,11.38,103,134,61,4,,,G,118,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
374,DOORWAY,NO,CASEGGIATO DI  DIANA  1,ANTICHAMBER,STANDING,PUBLIC ROOM,INSIDE,11.38,CORRIDOR,PASSING,PUBLIC ROOM,9.8,104,207,61,4,,,G,,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
375,DOORWAY,NO,CASEGGIATO DI  DIANA  1,TABERNA,STANDING,PUBLIC ROOM,OUTSIDE,32.37,ENTRANCE,PASSING,PUBLIC ROOM,29.14,105,204,58,4,,,G,,NO,C,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
376,DOORWAY,NO,CASEGGIATO DI  DIANA  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,32.37,275,318,61,4,,L0376,G,,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
377,DOORWAY,NO,CASEGGIATO DI  DIANA  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,32.37,292,318,61,4,,L0377,G,,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
378,DOORWAY,NO,CASEGGIATO DI  DIANA  1,TABERNA,STANDING,PUBLIC ROOM,OUTSIDE,32.37,TABERNA,STANDING,PUBLIC ROOM,23.72,90,200,58,4,,L0378,G,,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
379,DOORWAY,NO,CASEGGIATO DI  DIANA  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,23.72,277,318,61,4,,L0379,G,,YES,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
380,WINDOW,NO,CASEGGIATO DI  DIANA  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,LATRINA,STANDING,SERVICE ROOM,8.74,60,45,63,4,,,G,112,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
381,DOORWAY,NO,CASEGGIATO DI  DIANA  1,ANTICHAMBER,STANDING,PUBLIC ROOM,INSIDE,13.49,LATRINA,STANDING,SERVICE ROOM,8.74,118,290,58,4,,,G,,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
382,DOORWAY,NO,CASEGGIATO DI  DIANA  1,ENTRANCE,PASSING,PUBLIC ROOM,INSIDE,22.09,ANTICHAMBER,STANDING,PUBLIC ROOM,13.49,175,262,60,4,,,G,,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
383,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,23.09,ANTICHAMBER,STANDING,PUBLIC ROOM,13.49,132,219,62,4,,,G,,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
384,DOORWAY,NO,CASEGGIATO DI  DIANA  1,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,25.78,CORRIDOR,PASSING,PUBLIC ROOM,17.36,146,191,60,4,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
385,WINDOW,NO,CASEGGIATO DI  DIANA  1,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,25.78,CORRIDOR,PASSING,PUBLIC ROOM,17.36,148,170,60,4,,,G,87,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
386,DOORWAY,NO,CASEGGIATO DI  DIANA  1,STORAGE CLOSET,STANDING,SERVICE ROOM,INSIDE,4.42,KITCHEN,STANDING,SERVICE ROOM,2.19,50,,22,2,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
387,WINDOW,NO,CASEGGIATO DI  DIANA  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,STORAGE CLOSET,STANDING,SERVICE ROOM,4.42,75,105,60,4,,,G,321,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
388,DOORWAY,NO,CASEGGIATO DI  DIANA  1,COURT,STANDING,OPEN SPACES,OUTSIDE,51.93,CORRIDOR,PASSING,PUBLIC ROOM,17.36,360,450,60,4,,,G,,NO,G,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
389,DOORWAY,NO,CASEGGIATO DI  DIANA  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,28.34,195,318,60,4,,L0389,G,,YES,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
390,DOORWAY,NO,CASEGGIATO DI  DIANA  1,TABERNA,STANDING,PUBLIC ROOM,OUTSIDE,28.34,ENTRANCE,PASSING,PUBLIC ROOM,10.08,91,215,60,4,,L0390,G,,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
391,DOORWAY,NO,CASEGGIATO DI  DIANA  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,ENTRANCE,PASSING,PUBLIC ROOM,10.08,149,318,60,4,,L0391,G,,YES,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
392,DOORWAY,NO,CASEGGIATO DI  DIANA  1,ENTRANCE,PASSING,PUBLIC ROOM,INSIDE,10.08,UNDERSTAIRS,STANDING,SERVICE ROOM,8.75,117,200,60,4,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
393,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,37.73,ENTRANCE,PASSING,PUBLIC ROOM,10.08,143,308,,4,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
394,DOORWAY,NO,CASEGGIATO DI  DIANA  1,COURT,STANDING,OPEN SPACES,OUTSIDE,51.93,CORRIDOR,PASSING,PUBLIC ROOM,37.73,175,448,60,4,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
395,DOORWAY,NO,CASEGGIATO DI  DIANA  1,COURT,STANDING,OPEN SPACES,OUTSIDE,51.93,CORRIDOR,PASSING,PUBLIC ROOM,37.73,150,455,60,4,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
396,WINDOW,NO,CASEGGIATO DI  DIANA  1,COURT,STANDING,OPEN SPACES,OUTSIDE,51.93,CORRIDOR,PASSING,PUBLIC ROOM,37.73,120,268,60,4,,,G,181,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
397,DOORWAY,NO,CASEGGIATO DI  DIANA  1,COURT,STANDING,OPEN SPACES,OUTSIDE,51.93,CORRIDOR,PASSING,PUBLIC ROOM,31.29,355,411,60,4,,,G,,NO,G,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
398,WINDOW,NO,CASEGGIATO DI  DIANA  1,COURT,STANDING,OPEN SPACES,OUTSIDE,51.93,CORRIDOR,PASSING,PUBLIC ROOM,23.09,148,140,60,4,,,G,190,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
399,WINDOW,NO,CASEGGIATO DI  DIANA  1,COURT,STANDING,OPEN SPACES,OUTSIDE,51.93,CORRIDOR,PASSING,PUBLIC ROOM,23.09,150,152,60,4,,,G,174,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
400,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,23.09,CUBICULUM,STANDING,PRIVATE ROOM,15.75,156,,36,3,T0400,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,T0400,39,195,,MARBLE,E,15,0,2,0,NO,NO
401,WINDOW,NO,CASEGGIATO DI  DIANA  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,CORRIDOR,PASSING,PUBLIC ROOM,31.29,60,90,63,4,,,G,237,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
402,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,23.09,CUBICULUM,STANDING,PRIVATE ROOM,15.91,214,,36,3,T0402,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,T0402,37,217,,MARBLE,A,11,0,2,0,NO,NO
403,WINDOW,NO,CASEGGIATO DI  DIANA  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,CORRIDOR,PASSING,PUBLIC ROOM,31.29,60,90,63,4,,,G,237,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
404,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,31.29,CORRIDOR,PASSING,PUBLIC ROOM,23.09,187,200,35,3,T0404,,G,,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,T0404,35,187,,MOSAIC,C,0,0,0,0,NO,NO
405,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,31.29,SERVICE ROOM,STANDING,SERVICE ROOM,5.59,102,192,60,4,T0405,,G,,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,T0405,60,102,,MOSAIC,C,0,0,0,0,NO,NO
406,DOORWAY,NO,CASEGGIATO DI  DIANA  1,TRICLINIUM,STANDING,PUBLIC ROOM,INSIDE,54.77,SERVICE ROOM,STANDING,SERVICE ROOM,5.59,118,210,59,4,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
407,DOORWAY,NO,CASEGGIATO DI  DIANA  1,OECUS,STANDING,PUBLIC ROOM,INSIDE,15.46,SERVICE ROOM,STANDING,SERVICE ROOM,5.59,122,,56,3,T0407,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,T0407,57,110,,MARBLE,A,23,0,0,0,NO,NO
408,DOORWAY,NO,CASEGGIATO DI  DIANA  1,TRICLINIUM,STANDING,PUBLIC ROOM,INSIDE,54.77,SERVICE ROOM,STANDING,SERVICE ROOM,5.59,72,,60,3,T0408,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,T0408,60,72,,MOSAIC,C,0,0,0,0,NO,NO
409,WINDOW,NO,CASEGGIATO DI  DIANA  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,OECUS,STANDING,PUBLIC ROOM,15.46,66,43,62,4,,,G,244,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
410,WINDOW,NO,CASEGGIATO DI  DIANA  1,OECUS,STANDING,PUBLIC ROOM,INSIDE,16.08,OECUS,STANDING,PUBLIC ROOM,15.46,162,,60,4,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
411,DOORWAY,NO,CASEGGIATO DI  DIANA  1,OECUS,STANDING,PUBLIC ROOM,INSIDE,16.08,OECUS,STANDING,PUBLIC ROOM,15.46,107,216,60,4,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
412,DOORWAY,NO,CASEGGIATO DI  DIANA  1,TRICLINIUM,STANDING,PUBLIC ROOM,INSIDE,54.77,CORRIDOR,PASSING,PUBLIC ROOM,31.29,357,322,61,4,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
413,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,37.73,SERVICE ROOM,STANDING,SERVICE ROOM,6.82,68,,37,3,T0413,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,T0413,37,68,,LIMESTONE,A,16,0,0,0,NO,NO
414,DOORWAY,NO,CASEGGIATO DI  DIANA  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,29.71,236,318,61,4,,L0414,G,,YES,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
415,DOORWAY,NO,CASEGGIATO DI  DIANA  1,TABERNA,STANDING,PUBLIC ROOM,OUTSIDE,29.71,TABERNA,STANDING,PUBLIC ROOM,8.62,89,180,60,4,,L0415,G,,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
416,WINDOW,WOLF MOUTH WINDOW,CASEGGIATO DI  DIANA  1,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,37.73,TABERNA,STANDING,PUBLIC ROOM,8.62,44,55,58,4,,,G,,NO,B,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
417,DOORWAY,NO,CASEGGIATO DI  DIANA  1,TABERNA,STANDING,PUBLIC ROOM,OUTSIDE,8.62,UNDERSTAIRS,STANDING,SERVICE ROOM,8.75,76,175,45,4,,L0417,G,,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
418,DOORWAY,NO,CASEGGIATO DI  DIANA  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,STAIRWAY,PASSING,SERVICE ROOM,8.75,131,227,56,4,,L0418,G,,YES,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
419,WINDOW,WOLF MOUTH WINDOW,CASEGGIATO DI  DIANA  1,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,37.73,UNDERSTAIRS,STANDING,SERVICE ROOM,8.75,43,57,58,4,,,G,,NO,A,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
420,DOORWAY,NO,CASEGGIATO DI  DIANA  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,8.62,149,318,60,4,,L0420,G,,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
421,DOORWAY,NO,CASEGGIATO DI  DIANA  1,STAIRWAY,PASSING,SERVICE ROOM,OUTSIDE,19.47,CORRIDOR,PASSING,PUBLIC ROOM,10.08,103,,44,2,,,1,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
422,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CUBICULUM,STANDING,PRIVATE ROOM,OUTSIDE,29.71,STAIRWAY,PASSING,SERVICE ROOM,19.47,92,,58,2,,,1,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
423,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,37.73,CORRIDOR,PASSING,PUBLIC ROOM,10.08,87,,62,2,,,1,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
424,WINDOW,NO,CASEGGIATO DI  DIANA  1,TRICLINIUM,STANDING,PUBLIC ROOM,INSIDE,46.81,CORRIDOR,PASSING,PUBLIC ROOM,14.08,109,,58,2,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
425,WINDOW,NO,CASEGGIATO DI  DIANA  1,TRICLINIUM,STANDING,PUBLIC ROOM,INSIDE,46.81,CORRIDOR,PASSING,PUBLIC ROOM,14.08,109,,58,2,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
426,WINDOW,NO,CASEGGIATO DI  DIANA  1,TRICLINIUM,STANDING,PUBLIC ROOM,INSIDE,46.81,CORRIDOR,PASSING,PUBLIC ROOM,14.08,109,,58,2,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
427,WINDOW,NO,CASEGGIATO DI  DIANA  1,COURT,STANDING,OPEN SPACES,OUTSIDE,51.93,CORRIDOR,PASSING,PUBLIC ROOM,21.27,105,,58,2,,,1,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
428,WINDOW,NO,CASEGGIATO DI  DIANA  1,COURT,STANDING,OPEN SPACES,OUTSIDE,51.93,CORRIDOR,PASSING,PUBLIC ROOM,21.27,103,,58,2,,,1,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
429,WINDOW,NO,CASEGGIATO DI  DIANA  1,COURT,STANDING,OPEN SPACES,OUTSIDE,51.93,CORRIDOR,PASSING,PUBLIC ROOM,21.27,103,,58,2,,,1,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
430,WINDOW,NO,CASEGGIATO DI  DIANA  1,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,25.78,CORRIDOR,PASSING,PUBLIC ROOM,21.27,105,,58,2,,,1,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
431,WINDOW,NO,CASEGGIATO DI  DIANA  1,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,25.78,CORRIDOR,PASSING,PUBLIC ROOM,21.27,99,,58,2,,,1,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
432,DOORWAY,NO,CASEGGIATO DI  DIANA  1,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,25.78,CORRIDOR,PASSING,PUBLIC ROOM,21.27,131,,58,2,,,1,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
433,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,14.57,CUBICULUM,STANDING,PRIVATE ROOM,13.51,134,,60,2,,,1,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
434,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,31.13,CUBICULUM,STANDING,PRIVATE ROOM,13.51,156,,56,3,T0434,,1,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,T0434,34,155,,LIMESTONE,A,10,0,1,4,NO,NO
435,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,13.51,SERVICE ROOM,STANDING,SERVICE ROOM,9,122,,56,3,T0435,,1,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,T0435,30,120,,LIMESTONE,A,7,0,2,0,NO,NO
436,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,31.13,CUBICULUM,STANDING,PRIVATE ROOM,11.4,104,,60,2,,,1,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
437,WINDOW,NO,CASEGGIATO DI  DIANA  1,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,25.78,CUBICULUM,STANDING,PRIVATE ROOM,11.4,104,105,58,4,,,1,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
438,WINDOW,NO,CASEGGIATO DI  DIANA  1,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,25.78,CUBICULUM,STANDING,PRIVATE ROOM,14.76,134,,60,2,,,1,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
439,DOORWAY,NO,CASEGGIATO DI  DIANA  1,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,25.78,CUBICULUM,STANDING,PRIVATE ROOM,14.76,104,,60,2,,,1,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
440,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,35.76,CUBICULUM,STANDING,PRIVATE ROOM,14.76,89,,58,2,,,1,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
441,DOORWAY,NO,CASEGGIATO DI  DIANA  1,STAIRWAY,PASSING,SERVICE ROOM,OUTSIDE,35.81,CUBICULUM,STANDING,PRIVATE ROOM,14.57,119,,48,2,,,1,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
442,DOORWAY,NO,CASEGGIATO DI  DIANA  1,STAIRWAY,PASSING,SERVICE ROOM,OUTSIDE,35.81,CUBICULUM,STANDING,PRIVATE ROOM,14.57,105,,48,2,,,1,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,
