OpeningId,Type,PeculiarType,HouseId,HouseType,Date,Period,Town,BiggerAreaRoom,PassingStandingBiggerRoom,BiggerAreaRoomType,Bigger Area RoomM2,SmallerAreaRoom,PassingStandingSmallerRoom,SmallerAreaRoomType,SmallerAreaRoomM2,Width,Height,Facing,Floor,DistancefromGround,IdThresholdSill,ThresholdSillLength,ThresholdSillWidth,ThresholdSillThickness,ThresholdSillMaterial,ThresholdSillType,ThresholdSillDoorstopWidth,ThresholdSillTenonHoleNumber,ThresholdSillHingeHoleNumber,ThresholdSillBoltHoleNumber,ThresholdSillShutterErosion,ThresholdSillFoldingDoorChannel,FrameTrace,LintelType,IdLintel,LintelLength,LintelWidth,LintelThickness,LintelMaterial,LintelDoorstopWidth,LintelTenonHoleNumber,LintelHingeHoleNumber,LintelBoltHoleNumber
374,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,ANTICHAMBER,STANDING,PUBLIC ROOM,11.38,CORRIDOR,PASSING,PUBLIC ROOM,9.8,104,207,INSIDE,G,,,,,,,,,,,,,,NO,F,,,,,,,,,
375,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,TABERNA,STANDING,PUBLIC ROOM,32.37,ENTRANCE,PASSING,PUBLIC ROOM,29.14,105,204,OUTSIDE,G,,,,,,,,,,,,,,NO,C,,,,,,,,,
376,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,32.37,275,318,OUTSIDE,G,,,,,,,,,,,,,,NO,F,L0376,293,61,8,WOOD,,,,
377,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,32.37,292,318,OUTSIDE,G,,,,,,,,,,,,,,NO,F,L0377,313,61,9,WOOD,,,,
378,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,TABERNA,STANDING,PUBLIC ROOM,32.37,TABERNA,STANDING,PUBLIC ROOM,23.72,90,200,OUTSIDE,G,,,,,,,,,,,,,,NO,F,L0378,141,57,8,WOOD,,,,
379,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,23.72,277,318,OUTSIDE,G,,,,,,,,,,,,,,YES,F,L0379,295,61,8,WOOD,,,,
380,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,LATRINA,STANDING,SERVICE ROOM,8.74,60,45,OUTSIDE,G,112,,,,,,,,,,,,,NO,,,,,,,,,,
381,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,ANTICHAMBER,STANDING,PUBLIC ROOM,13.49,LATRINA,STANDING,SERVICE ROOM,8.74,118,290,INSIDE,G,,,,,,,,,,,,,,NO,F,,,,,,,,,
382,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,ENTRANCE,PASSING,PUBLIC ROOM,22.09,ANTICHAMBER,STANDING,PUBLIC ROOM,13.49,175,262,INSIDE,G,,,,,,,,,,,,,,NO,F,,,,,,,,,
383,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,23.09,ANTICHAMBER,STANDING,PUBLIC ROOM,13.49,132,219,INSIDE,G,,,,,,,,,,,,,,NO,F,,,,,,,,,
384,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,RECEPTION ROOM,STANDING,PUBLIC ROOM,25.78,CORRIDOR,PASSING,PUBLIC ROOM,17.36,146,191,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
385,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,RECEPTION ROOM,STANDING,PUBLIC ROOM,25.78,CORRIDOR,PASSING,PUBLIC ROOM,17.36,148,170,INSIDE,G,87,,,,,,,,,,,,,NO,,,,,,,,,,
386,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STORAGE CLOSET,STANDING,SERVICE ROOM,4.42,KITCHEN,STANDING,SERVICE ROOM,2.19,50,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
387,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,STORAGE CLOSET,STANDING,SERVICE ROOM,4.42,75,105,OUTSIDE,G,321,,,,,,,,,,,,,NO,,,,,,,,,,
388,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,17.36,360,450,OUTSIDE,G,,,,,,,,,,,,,,NO,G,,,,,,,,,
389,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,28.34,195,318,OUTSIDE,G,,,,,,,,,,,,,,YES,F,L0389,203,60,8,WOOD,,,,
390,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,TABERNA,STANDING,PUBLIC ROOM,28.34,ENTRANCE,PASSING,PUBLIC ROOM,10.08,91,215,OUTSIDE,G,,,,,,,,,,,,,,NO,F,L0390,118,60,9,WOOD,,,,
391,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,ENTRANCE,PASSING,PUBLIC ROOM,10.08,149,318,OUTSIDE,G,,,,,,,,,,,,,,YES,F,L0391,167,60,8,WOOD,,,,
392,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,ENTRANCE,PASSING,PUBLIC ROOM,10.08,UNDERSTAIRS,STANDING,SERVICE ROOM,8.75,117,200,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
393,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,37.73,ENTRANCE,PASSING,PUBLIC ROOM,10.08,143,308,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
394,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,37.73,175,448,OUTSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
395,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,37.73,150,455,OUTSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
396,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,37.73,120,268,OUTSIDE,G,181,,,,,,,,,,,,,NO,,,,,,,,,,
397,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,31.29,355,411,OUTSIDE,G,,,,,,,,,,,,,,NO,G,,,,,,,,,
398,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,23.09,148,140,OUTSIDE,G,190,,,,,,,,,,,,,NO,,,,,,,,,,
399,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,23.09,150,152,OUTSIDE,G,174,,,,,,,,,,,,,NO,,,,,,,,,,
400,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,23.09,CUBICULUM,STANDING,PRIVATE ROOM,15.75,156,,INSIDE,G,,T0400,39,195,,MARBLE,E,15,0,2,0,NO,NO,NO,,,,,,,,,,
401,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,CORRIDOR,PASSING,PUBLIC ROOM,31.29,60,90,OUTSIDE,G,237,,,,,,,,,,,,,NO,,,,,,,,,,
402,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,23.09,CUBICULUM,STANDING,PRIVATE ROOM,15.91,214,,INSIDE,G,,T0402,37,217,,MARBLE,A,11,0,2,0,NO,NO,NO,,,,,,,,,,
403,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,CORRIDOR,PASSING,PUBLIC ROOM,31.29,60,90,OUTSIDE,G,237,,,,,,,,,,,,,NO,,,,,,,,,,
404,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,31.29,CORRIDOR,PASSING,PUBLIC ROOM,23.09,187,200,INSIDE,G,,T0404,35,187,,MOSAIC,C,0,0,0,0,NO,NO,NO,F,,,,,,,,,
405,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,31.29,SERVICE ROOM,STANDING,SERVICE ROOM,5.59,102,192,INSIDE,G,,T0405,60,102,,MOSAIC,C,0,0,0,0,NO,NO,NO,F,,,,,,,,,
406,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,TRICLINIUM,STANDING,PUBLIC ROOM,54.77,SERVICE ROOM,STANDING,SERVICE ROOM,5.59,118,210,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
407,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,OECUS,STANDING,PUBLIC ROOM,15.46,SERVICE ROOM,STANDING,SERVICE ROOM,5.59,122,,INSIDE,G,,T0407,57,110,,MARBLE,A,23,0,0,0,NO,NO,NO,,,,,,,,,,
408,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,TRICLINIUM,STANDING,PUBLIC ROOM,54.77,SERVICE ROOM,STANDING,SERVICE ROOM,5.59,72,,INSIDE,G,,T0408,60,72,,MOSAIC,C,0,0,0,0,NO,NO,NO,,,,,,,,,,
409,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,OECUS,STANDING,PUBLIC ROOM,15.46,66,43,OUTSIDE,G,244,,,,,,,,,,,,,NO,,,,,,,,,,
410,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,OECUS,STANDING,PUBLIC ROOM,16.08,OECUS,STANDING,PUBLIC ROOM,15.46,162,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
411,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,OECUS,STANDING,PUBLIC ROOM,16.08,OECUS,STANDING,PUBLIC ROOM,15.46,107,216,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
412,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,TRICLINIUM,STANDING,PUBLIC ROOM,54.77,CORRIDOR,PASSING,PUBLIC ROOM,31.29,357,322,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
413,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,37.73,SERVICE ROOM,STANDING,SERVICE ROOM,6.82,68,,INSIDE,G,,T0413,37,68,,LIMESTONE,A,16,0,0,0,NO,NO,NO,,,,,,,,,,
414,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,29.71,236,318,OUTSIDE,G,,,,,,,,,,,,,,YES,F,L0414,107,60,9,WOOD,,,,
415,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,TABERNA,STANDING,PUBLIC ROOM,29.71,TABERNA,STANDING,PUBLIC ROOM,8.62,89,180,OUTSIDE,G,,,,,,,,,,,,,,NO,F,L0415,144,60,11,WOOD,,,,
416,WINDOW,WOLF MOUTH WINDOW,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,37.73,TABERNA,STANDING,PUBLIC ROOM,8.62,44,55,OUTSIDE,G,,,,,,,,,,,,,,NO,B,,,,,,,,,
417,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,TABERNA,STANDING,PUBLIC ROOM,8.62,UNDERSTAIRS,STANDING,SERVICE ROOM,8.75,76,175,OUTSIDE,G,,,,,,,,,,,,,,NO,F,L0417,94,45,8,WOOD,,,,
418,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,STAIRWAY,PASSING,SERVICE ROOM,8.75,131,227,OUTSIDE,G,,,,,,,,,,,,,,YES,F,L0418,149,56,9,WOOD,,,,
419,WINDOW,WOLF MOUTH WINDOW,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,37.73,UNDERSTAIRS,STANDING,SERVICE ROOM,8.75,43,57,INSIDE,G,,,,,,,,,,,,,,NO,A,,,,,,,,,
420,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,8.62,149,318,OUTSIDE,G,,,,,,,,,,,,,,NO,F,L0420,167,60,8,WOOD,,,,
421,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STAIRWAY,PASSING,SERVICE ROOM,19.47,CORRIDOR,PASSING,PUBLIC ROOM,10.08,103,,INSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
422,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,29.71,STAIRWAY,PASSING,SERVICE ROOM,19.47,92,,INSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
423,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,37.73,CORRIDOR,PASSING,PUBLIC ROOM,10.08,87,,INSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
424,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,TRICLINIUM,STANDING,PUBLIC ROOM,46.81,CORRIDOR,PASSING,PUBLIC ROOM,14.08,109,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
425,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,TRICLINIUM,STANDING,PUBLIC ROOM,46.81,CORRIDOR,PASSING,PUBLIC ROOM,14.08,109,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
426,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,TRICLINIUM,STANDING,PUBLIC ROOM,46.81,CORRIDOR,PASSING,PUBLIC ROOM,14.08,109,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
427,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,21.27,105,,OUTSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
428,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,21.27,103,,OUTSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
429,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,21.27,103,,OUTSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
430,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,RECEPTION ROOM,STANDING,PUBLIC ROOM,25.78,CORRIDOR,PASSING,PUBLIC ROOM,21.27,105,,INSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
431,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,RECEPTION ROOM,STANDING,PUBLIC ROOM,25.78,CORRIDOR,PASSING,PUBLIC ROOM,21.27,99,,INSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
432,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,RECEPTION ROOM,STANDING,PUBLIC ROOM,25.78,CORRIDOR,PASSING,PUBLIC ROOM,21.27,131,,INSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
433,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,14.57,CUBICULUM,STANDING,PRIVATE ROOM,13.51,134,,INSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
434,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,31.13,CUBICULUM,STANDING,PRIVATE ROOM,13.51,156,,INSIDE,1,,T0434,34,155,,LIMESTONE,A,10,0,1,4,NO,NO,NO,,,,,,,,,,
435,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,13.51,SERVICE ROOM,STANDING,SERVICE ROOM,9,122,,INSIDE,1,,T0435,30,120,,LIMESTONE,A,7,0,2,0,NO,NO,NO,,,,,,,,,,
436,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,31.13,CUBICULUM,STANDING,PRIVATE ROOM,11.4,104,,INSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
437,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,RECEPTION ROOM,STANDING,PUBLIC ROOM,25.78,CUBICULUM,STANDING,PRIVATE ROOM,11.4,104,105,INSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
438,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,RECEPTION ROOM,STANDING,PUBLIC ROOM,25.78,CUBICULUM,STANDING,PRIVATE ROOM,14.76,134,,INSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
439,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,RECEPTION ROOM,STANDING,PUBLIC ROOM,25.78,CUBICULUM,STANDING,PRIVATE ROOM,14.76,104,,INSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
440,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,35.76,CUBICULUM,STANDING,PRIVATE ROOM,14.76,89,,INSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
441,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STAIRWAY,PASSING,SERVICE ROOM,35.81,CUBICULUM,STANDING,PRIVATE ROOM,14.57,119,,INSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
442,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STAIRWAY,PASSING,SERVICE ROOM,35.81,CUBICULUM,STANDING,PRIVATE ROOM,14.57,105,,INSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
443,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STAIRWAY,PASSING,SERVICE ROOM,35.81,CUBICULUM,STANDING,PRIVATE ROOM,35.76,99,,INSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
444,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,STAIRWAY,PASSING,SERVICE ROOM,35.81,104,,OUTSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
445,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,STAIRWAY,PASSING,SERVICE ROOM,35.81,136,,OUTSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
446,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,31.13,CORRIDOR,PASSING,PUBLIC ROOM,24.87,135,,INSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
447,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,35.76,93,,OUTSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
448,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,28.93,93,112,OUTSIDE,1,,,,,,,,,,,,,,NO,F,,,,,,,,,
449,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,28.87,93,112,OUTSIDE,1,,,,,,,,,,,,,,NO,F,,,,,,,,,
450,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,32.37,93,112,OUTSIDE,1,,,,,,,,,,,,,,NO,F,,,,,,,,,
451,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,23.7,93,112,OUTSIDE,1,,,,,,,,,,,,,,NO,F,,,,,,,,,
452,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,23.77,93,112,OUTSIDE,1,,,,,,,,,,,,,,NO,F,,,,,,,,,
453,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,29.7,93,112,OUTSIDE,1,,,,,,,,,,,,,,NO,F,,,,,,,,,
454,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,29.82,93,112,OUTSIDE,1,,,,,,,,,,,,,,NO,F,,,,,,,,,
455,WINDOW,NO,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,30.74,93,,OUTSIDE,1,,,,,,,,,,,,,,NO,F,,,,,,,,,
